Score,Genres,Name,Description,Image_url
6.31,"['コメディ', 'ファンタジー', '子供', '少女']",はぴはぴクローバー,Happy Happy Clover recounts the everyday life of a bunny named Chima and the other animals in the Crescent Moon Forest.,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mTwKsPI0o7uDfW9mDMNIPH7dbytg8U2wNKSdYCPad_fOB9D-e--Se6RYDIlop5diPRXoYRQ0GaZI6M_k4Dd0OFaxM5uRwFGsS-T_7V2x_ws_h21l6Arg3FaEfHAeNoJcWCLvEbwY6eodjK6r_qKdpGlcjzNqDDszuzqmqTJRGgPcdndOd4usqrP_guJ19ieZnHK5955_nku1sfs4DcuaFcASlf5dnQRQXu2ThzEa3djgyXn8JHK9WQepl_SzL1Wtsio1a-NOSz7UgmqxiTeOgeM4KEupVZHsVnxbMn6FgSdm3Cm8vMmi813qOwYlzYFQ==/61MQuMyVcJL.jpg._AA400_.jpg
7.36,"['アクション', 'コメディ', 'エッチ', 'ハーレム', '超能力']",セキレイ～Pure Engagement～,"The second stage of the battle royale known as the Sekirei Plan is underway. Shintou Teito has been closed off; no Sekirei or Ashikabi may leave. Minato Sahashi and his harem of Sekirei must now prepare to fight new battles as changes to the rules are put into place. However, not all groups will return to the battle: some Sekirei are loved very much by their Ashikabi partners, who would rather forfeit the prize than see them perish. In the midst of the action, someone close to Minato may be more involved than he had ever imagined, and threats lurk around every corner. There are even rumors that the ""Single Numbers,"" the most powerful type of Sekirei, have entered the fray. In the eyes of the ""Game Master"" Minaka Hiroto, everything is proceeding according to plan.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FejhlWwGbr_60faXa_imAHEL82MDFfEV1Gbg9FDYZ26-_PQRohrYYc3zjUGrdwzJBsEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN2Cmh54n0foY5eixGlIJaLD6noDl7eaKyRu8MHOb1LIujSqO9y3_1ExvWSf3LqjEp75YKGDwtZDKO_xEXagJk3m/20712_1_d2.jpg
5.26,"['コメディ', '子供', '日常']",アキバちゃん,"kiba-chan focuses on the daily life of Akiba-chan and four fellow TV and game fans in the Maison de Akiba apartments. Buildup Entertainment (Gundam: Mission To The Rise, Macross Plus) produced the computer animation with director Junya Kabe (Specter, D) and character designer Poyoyon Rock (Nurse Witch Komugi, Starship Girl Yamamoto Yohko). (Source: yukianimereviews.com)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKsDHYOncAdZzNtFePafyZNEDMS8SjPWofckE51UvrjF_QT9EaS0EApC35AvC4KDU6c2pUR84E44nKLIX3fSpcd4wQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K00FSdcqmYiArcux4pOOyPYB1gx407hoMXV4YPQJhnKbuNczSFUxrgsxr8tSbMPl94HTgOSf9oUBqIUrAIdoAH1/24103_1_9_8b.png
8.36,"['アドベンチャー', '歴史', 'ロマンス', 'ファンタジー']",狼と香辛料II,"Traveling merchant Kraft Lawrence continues his northward journey with wolf goddess Holo, in search of her lost home of Yoitsu. Lawrence and his sharp-witted partner continue to make some small profits along the way, while slowly uncovering more information about Holo's hometown. However, the road to Yoitsu is a bumpy one filled with many troubles—Lawrence runs into a charming young fellow merchant who has his eyes set on the female wolf companion, and he begins to doubt if Holo will remain by his side; he and the goddess will also have to consider precarious and risky business deals as Lawrence strives to achieve his dream of becoming a shopowner. All the while, with his determination tested at every turn during his journey, Lawrence must question his relationship with Holo, take on business ventures, and ask himself whether it is time for him and Holo to go their separate ways.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7l_HJQPEdzIb_DH9TCdPLKr2WbB_JIpGuRSct7ILpa4kFeZ9teSg_5D66_c9aCAkjsEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN19dADygNC0buoRBt_U34Yfy3d6knz1Gsw0IugbqzXZQw8AWpRa45QPNRfRiNthUDT3CrOg7nkzppWrSe0qv9Qp/10007_1_d2.jpg
6.9,"['アクション', 'アドベンチャー', 'コメディ', 'エッチ', 'パロディ', '青年']",モンキー・パンチ　漫画活動大写真,"TV series from Monkey Punch with a 1-hour premiere episode. Mankatsu will feature standard ""Monkey characters"" and ecchi-gags found in all Monkey Punch series.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1kFcAAeM27UZL0fg45PDTxpmEldWr-DdQGAU9W2VDrBfIXbxfaO51MUoce0Nww5M3wqn-wSQqHcDD8YCTUOMOaiRgG0rzxQAgbbsOHFb-CpaH6gwggapATgwEHJzk4IhiwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199IS3d7XWDj7o-TPrmU6ObpRrfCtbTH7DNrsrgj-oUnVk8HcbUsmwtFe2HcZjYPquRz-UWk0zbPLb-vxeX4i-Zjp/3285001a.jpg
7.27,"['アクション', 'SF', '超能力', '超能力', '青年']",CANAAN,"Oosawa Maria is a Japanese photographer currently working in Shanghai, China. Along with her partner Mino, she searches for potential newsworthy stories throughout the city. When strange events occur at a local festival, Maria and Mino immediately investigate. Quickly, the two are immersed in a battle between unknown masked men and a strange, white-haired woman. Just when Maria is about to be caught in the crossfire, an old friend by the name of Canaan appears and helps Maria escape. But a sinister plot over a deadly virus soon develops, and Canaan learns she must confront her past if she wants any chance at stopping the perpetrator and saving her friends.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mTwKsPI0o7uDfW9mDMNIPCHuwfvpnPqPz0GiVQuWeRfOB9D-e--Se6RYDIlop5dlsC2A4RMZwutNf2NqYnj-27iG-Asl6eXrklWgJfDsyeMmZzRHYjrWEhlKIFHNRX7zK6ORpzPf7OFpD40n_M3-zLRyATXASUlp41zBDZjaDkfDStm6LVtgu_oscjnNKPXHbj5aXgL1mrbSUL1haH94bSdi75GtjUAF7obaNoI9rAlwgy0NlO7gBxNl9XIQVl4Yz0-kdKhTK1vGzBC7f8wUA=/515aEuJQ-nL.jpg._AA400_.jpg
6.46,"['コメディ', '魔法']",よくわかる現代魔法,"fe hasn't been fair to Koyomi Morishita. Even though she's in high school, she's so short that everyone assumes she's still in grade school. The boys and girls in her school tease her mercilessly, and she's not exactly graceful either. On the other hand, she's still better off than Yumiko, who has a magician trying to kill her. Or at least Koyomi was until their paths crossed! Fortunately, salvation arrives in the form of master mage and graduate student Misa Anehara, who agrees to take Koyomi under her wing in learning the new style of magic, which breaks enchantment down into sequences of code. That'll be quite a task, given that so far Koyomi's talent seems to consist of making washbasins randomly fall out of the sky. But if it was easy, it wouldn't be magic, would it? (Source: Sentai Filmworks)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1kFcAAeM27UZL0fg45PDTxYOpRkCv4anJuD3BD7S8iKImmfzdH_T7L_yBZkIFAJ_Hwqn-wSQqHcDD8YCTUOMOaiRgG0rzxQAgbbsOHFb-CpaH6gwggapATgwEHJzk4IhiwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199JfkLeQU617DtH9bTtDkix9FKoa8_9Ij5Y_qfZ3vTaB8Va6rSTKscbEI5vaDFJ_DWGVyVaivUXrz8LOflCq-o0J/2199001a.jpg
7.15,"['日常', 'コメディ', '学園', '青年']",GA 芸術科アートデザインクラス,"The Ayanoi High School features the Geijutsuka Art Design Class (GA) that focuses on the arts. Five close friends — the energetic ""hime""-prankster Noda Miki; the level-headed, cynical Nozaki Namiko; the intelligent, observant, and kind Oomichi Miyabi; the lively and mischievous tomboy Tomokane; and the curious, innocent, glasses-wearing Yamaguchi Kisaragi — attend this class with great enthusiasm, learning about the many art techniques. Every day seems to pose a new and interesting challenge, be it struggling with the latest assignment or when dealing with the daily strangeness of school life. (Source: AniDB)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7nvnmXYrcp4ZaHLDoJ9I6tMKFr8f-w_kem5d6oR2-qJ-HHq1HANphl4PB3QIXlBqpcEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN3Qy2u4exY4h3vOaXOKXyBkzrkmNs7cmkzvPugf6MUFmAqhzv7lif2NzoTH4lIvJbDFsDeWU-DeAYxdp82npc_R/10520_1_d2.jpg
6.01,"['アクション', 'ロボット', 'SF']",ブロッカー軍団Ⅳマシーンブラスター,"The peace of the world is suddenly threatened by Mogool, which is located on the bottom of the sea. Helqeen, tyrannical master of the Mogoolian Empire, attempts to conquer the earth with her faithful companions Goroskie and Zan-gack. In order to frustrate their ambition, Dr. Yuri, who predicted this horrible occasion, organizes four powerful robots to form the Blocker Corps! He also gathers four members who have the super ability known as ""elepath"" - a talent for maneuvering gigantic robots. A fierce battle begins between our Blocker Corps and Mogool at the risk of their lives! A series of fantastic and fabulous battles unfolds. (Source: Nippon Animation)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrK95h7VRYJ2K7-QpXeEo_boMdDOF5LKMXmZ60wN5fd1gRd9lgp29-jqjmfJcOYi_waG6AAixG_V7len9Z1nR52L4wQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2e_nQofIf1DgLETckcSavAssxviQuXkLPyPK6tJgPqqEHJeXccSdh--D9JtVf-UW2oX2x9-FAxhsjUpa4K8DFR/23522_1_9_8b.png
6.89,"['コメディ', 'エッチ', 'ガールズラブ', '日常']",かなめも,"ddle schooler Kana Nakamachi's life drastically changes when her grandmother passes away. Leaving behind an empty house, Kana learns that no one can provide her lodging due to her young age. Eventually, she stumbles upon the Fuhshin Gazette, a local newspaper delivery business who is able to provide her with a place to stay if she works for them in return. The small store is staffed by several unique people: the sweets-loving Yume Kitaoka and her girlfriend Yuuki Minami; the frugal Hinata Azuma; the alcoholic Haruka Nishida; and the young but mature Saki Amano. It is not all fun and games at the Fuhshin Gazette, though, as Kana must deal with long working hours, energetic dogs guarding mailboxes, and confusing delivery routes. Add in a small rivalry with Mika Kujiin, a girl from a competing store, and Kana will have more than enough to keep her hands full!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG3s4FVIPNQhns_7j7qSMBe5-eXY5Zv5b3xc1oi84DlGkHVN8JoCPea2RDmUzxxDyZ5Gih_D6mN8DGpP_fJ28kZpgs6SvkMtM5lLWIsy4-CZNjBBSva49GOyy8gqnSXM2Hlxo9GdzNlmSFvpib3ht_39WBhYR-kakwv6tXhUZOSSNL6_-q_j_Il6wljVgYr7orfqU-lFZ0tRp2Fi5AlTrbAjCB9bcDAnUYOL9yx0yUPwl2oO_bUxq_Ygvwzntg0Vk9IPsHpD1KRLOkENMwGVudqQ=/56632bdc82926a0aeba60e4a0facc742.jpg
6.64,"['SF', '少年']",エレメントハンター,"In 2029, a large scale ground sinkage occurred in the Mediterranean Sea. Chemical elements such as oxygen, carbon, gold, molybdenum, and cobalt disappeared from the earth's crust suddenly. The human population was decreased by 90% in sixty years. Researchers found out that the disappeared elements were drained into a planet ""Nega Earth"", located in another dimension. To save the Earth, a special team called the ""Element Hunters"" is organized. All of the members are under 13 years old, because young and flexible brains are needed to access ""Nega Earth"".",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2UiSatVCCtcIPJBr3Fd1KNzEan4Ip2r58Y9Nu6yedvtxKMURukkaz0FYmscFFxnhOmlMGFUTMb_1hUwYRbB89dfpWQtc-y889KOxbj01Oxy3hMJerfbEJ8Ze7J2BssBthJSZit7EMMtniJlcbVCbBNbxEXdb0GoG3r0Eh5K-o2TESx3HcA_MoYEypy2KflUaGYx-9G4-PjyyFkk4FZ4eDoJTv-2VPQIzwZoUim8qaxIaTIlYEvKfrc4XWbt6pHDYS3r5M-j_4LHBmi2GYlVnOBKyC8JmluVN2JufhihTXa9EDm6ctW2_3bVCC_eO7f9SwYEWhz5mAaL9MAAmBZGcxMo68sE2dPeSuhK_kuJM4F3o8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqi_ruc-1czcAGzUwYtx7jb35We00Gp4oT76OobyZcTkyrnfYwcFRbse9UvgzXVlHv_0VXEuwR9MTZ_Mwaysb3Bs=/uUzvQ3lML_bkIqyakc1vFs5m5vWpmdnzwFmHSWX0ZqpavD46mtwj6zjjULrALg-9ckbs4n9Q_vkpC63ptYQDNWOpPwtl-JZO4YpfT1XVrmBq0kQrgBz7RPlw_-AYudq3ZQtdg5kbXg78BjitrwNsalCD1YPBONo2fSjhsemDxO_LkLzzx6OK_CdSoXQLeVzZLi7JStGPLRYTaVu7Fu4DgGKoyL0zP-VXyC3qsrtLmkQ
6.68,"['エッチ', 'コメディ', 'SF', '少年']",ファイト一発！充電ちゃん！！,"Plug, an unusual girl from a parallel world. Plug is a ""Juuden-chan,"" capable of ""recharging"" people down on their luck, spreading good cheer wherever she goes!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG48a1HGKn6I9Oc3IR0D7FBFHInJf8ygKPWGCs0KvLbd9o1n-idVX7hz9X0P4Q_AeT044F218wLskOPTW19rgo3wwQPON-C-BA5MIrhpVBbMaExfB1sO72-M-9MtONTfK9wXWwpyOUicsoaUT2eH9PizBMoPYG-HUNRZF1x8CDzGsy-Ij8CrYkQpp5pB2_lheaIH_QYZecdTV2ByUR4HWSc58sZv5YCy3kfPXOGaVQYTdDFO55e85j0m7xUOnj45FdZ5JRF_vDVw2_WLD9pHhmYso9lA5ADz64PiaMBHIoiluOpGpGw52ubKWlCSdz1jbQg==/320.jpg
7.28,"['アクション', 'SF', 'コメディ', '超能力', 'エッチ', '青年']",ニードレス,"he onset of World War III, nobody could have predicted the effect it would have on Japan. While it had officially ended fifty years ago in 2150, its battles still persist. Large, mysterious areas known as ""Blackspots"" appeared across the country, filled with the contaminated ruins of cities and countrysides. Those inside were trapped to halt the spread of contamination, and their powers began to mutate—be they shapeshifters, pyromancers, or controllers of gravity itself—they all became known as the Needless. Adam Blade is one such Needless, possessing remarkable regenerative abilities and incredible strength. In order to restore peace to a war-torn Japan, he and his allies must fight together to rise against a heinous research group by the name of Simeon.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1CROubRnqp0a8lc9vDDS-lAY7AB0-ZjPxi7Xye_xu0wm9U4TgWke3wHS2oRWPNFspqjsoSoyw8537vPFuVtKt7hOhyFdxDzFUBYVtDvkAfwo8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqtw8nKTn-N_1eZJACCVKykcP1PoMKrBDG_--FsHLs3JI3Zr7LnHMOb0vdk-v35J4-5HST3ZRJNQimJMvmV6EbCQ=/611DukHW0sL._AC_SY355_.jpg
6.08,['コメディ'],愛の若草山物語,"The comic story of Shizuka, the eldest daughter, who lives at home, showing no signs of getting married; her mother, who is both annoyed with Shizuka, and at the same time concerned about her window of eligibility; her sister Ikumi, with whom she gets along, even though they fight; and her father, who feels henpecked in this all-female household. The strange incidents that happen with this family, which otherwise seems completely ordinary, will make you laugh out loud. The original manga is currently serialized in Takeshobo's Manga Club. The title is a pun on the long running Nippon Animation version of Little Women, ""Ai no Wakakusa Monogatari."" (Source: AniDB)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8YPywUxUs81gF7tWEN6i7NU2IiRsFeUR3en9ng7GWYp3M33IKb4gVBdOxozSh3IEsr1LTGtzWs34-evAmY5kxGMjlKZlRg5JL4iV1Rwn5F5MYZy7MwQGcWR2iPYsArdbywBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199IT3b_ih8lB-_If0emddnSCTKJnKkY4fZO9u2D-UMjGD4_twEA_MHAwIqirbI0TVijAmkBw9wLQrt7XJP1kRsbY/9784812453407.jpg
7.09,"['日常', 'コメディ', 'ロマンス', '学園', '青年']",宙のまにまに,"Saku Ooyagi returns to his hometown after seven years and is soon reacquainted with his childhood friend, Mihoshi Akeno. The reunion is far from merry since the last memory they have of each other is of her falling off a tree and him saving her. In any case, Mihoshi is determined to improve their relationship and forces Saku to join the astronomy club she founded.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FXTGGV-b2WqmaU305QKFjRObQ0Jo4eLZ_33rxEy6acFgdl0DtyAlDyGIF2kVUW_MOowQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2Ccy2VVJsqLd93WW25wjN1NrxL5i0rWy2BrJrCDcRxcL58C4kJ8TLip8iHUD34yD9v5jcGr_u-s5qOPoG9ec3s/20455_1_9_8b.png
6.64,"['超能力', 'ドラマ', '魔法', 'ロマンス', 'ファンタジー']",うみものがたり　～あなたがいてくれたコト～,"arin and her younger sister Urin are seafolk who happen upon something quite strange: a beautiful silver ring lost beneath the waves. The kind-hearted Marin, intent on returning it to its owner, drags a reluctant Urin along with her to the sky world despite reminders of a turtle elder who left for the surface and never returned. After locating the ring's owner, Kanon Miyamori, they learn that Kanon had tossed it into the sea after her boyfriend dumped her earlier that day. Though Marin insists that such a lovely item should not be thrown away, Kanon discards it once again. As they search for the ring, Urin becomes separated from the other two and accidently breaks the seal on a stone coffin, releasing an evil being known as Sedna. Sensing Sedna's release, the formerly missing turtle elder, Matsumoto, reveals himself to Kanon and her companions, naming Marin as the Priestess of the Sea. Together with the Priestess of the Sky, she has the power to seal Sedna away again. And as luck would have it, during an encounter with one of Sedna's minions, Kanon discovers that she is the Priestess of the Sky. Though Kanon is hesitant, she and Marin decide to work together to save the world from the evil that threatens it.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsdGrpgPD2KYSnqAEzP9AS4nPEPK3FvXT2CkuTKOLCx-7xekkVSLCfzW8WIi7__njJ_ozt4jeMC7ch2A8SmqoAYk4rq0a0jGXsPcQJ4hSmoJ97N3WshyBIZ2Uro-X7bGbbkqmZDhI45v_vsueZxvWugas93DbHn2CZdgsgXtFQpMExqh9d-SpEf2yF9pfWaS8QqvBZ02z17o7wiUT_3A9Lkg==/91-KTbVVEVL._AC_SL1500_.jpg
7.16,"['ロマンス', 'ガールズラブ', '日常']",青い花,"Shy and soft-spoken Fumi Manjoume and upfront and caring Akira Okudaira were best friends in elementary school, but this changed when Fumi and her family moved away. Years later, Fumi moves back to her hometown after being accepted at Matsuoka Girls’ High School. She finally reunites with Akira, who is going to attend Fujigatani Girls’ Academy. Despite their reunion, their relationship isn't the same as it was years ago. As soon as Fumi starts attending school, popular senior Yasuko Sugimoto takes notice of her and flatters her more than any other underclassmen. After running to Akira for help so many times before, Fumi must figure out who she is as a person instead of standing in someone else’s shadow. However, that doesn’t stop Akira from wanting her friendship with Fumi to be as it once was. Will the girls be able to conquer the high school stage of growing up before it pulls them apart?",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG48a1HGKn6I9Oc3IR0D7FBFHInJf8ygKPWGCs0KvLbd9o1n-idVX7hz9X0P4Q_AeT4QNBjS4YOz6TC9lJzsMMAgSL4rHqq4YJT3NciHTfSXTExfB1sO72-M-9MtONTfK9xNgDI0wU-KYI5rhOR7JLX7BMoPYG-HUNRZF1x8CDzGsy-Ij8CrYkQpp5pB2_lheaIH_QYZecdTV2ByUR4HWSc58sZv5YCy3kfPXOGaVQYTdXQWxH28uwxzDydhghbv7IMJziNyzUxddflLW6o19EAuE6Nk7sdjt7k4ZYbFeQByt1ly2kH74W2KkCisP8PJ5Iw==/320.jpg
6.65,"['コメディ', 'エッチ', 'ハーレム', 'ロマンス', 'SF']",あそびにいくヨ!,"Kio is just another boring, nice guy with a boring, nice life until he meets a beautiful, curvaceous cat-girl while attending a memorial service for one of his ancestors. Next thing he knows, he's lying in bed with this half-naked beauty next to him! Her name is Eris, and she has come to Earth to learn more about its inhabitants as a representative of the planet Catian. And she's decided to set up shop at Kio's home for her stay on Earth! Unbeknownst to Kio, there are quite a few organizations who will attempt to capture Eris, looking to keep her existence a secret by any means necessary. What's worse is when people around Kio turn out to secretly be a part of those organizations! Kio will have to work hard to keep Eris safe from these shady groups. Things are about to get mysterious, exciting, and most importantly sexy in Asobi ni Iku yo!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsbxWC9pY9p2BxioXCbIeo1WznqSE7-NilOFFtsJMmZi6jwsoXoCNNEU8QlWiBt2EO_ibG5RliaWqDzeUJS8HMa3dlOHFBVJJfe581DtetMro_0FF0Zvoxji8XQdhNl6aqV8Qa7q_OWFuohtRdghpknxwfzm98NvlKLdGskJsdGqCOeArF3MT64UVv-3aqW-6qXc7OpGkZIvL79xXdNKAPJw==/513FKfuEk5L._SL500_.jpg
6.79,"['ハーレム', 'コメディ', 'エッチ', '学園']",プリンセスラバー!,"Following an automobile accident that claims the life of his parents, Teppei Arima is taken in by his grandfather and introduced to the world of the rich and the elite. Compared to his humble upbringing, Isshin Arima's lavish lifestyle surprises and stuns the young teenager. In return for the gracious hospitality, Teppei is expected to continue the family business by replacing his grandfather as the head of Arima Financial Combine, and to prepare him for these responsibilities, he is enrolled into an esteemed high school. Along with his recently acquired celebrity status and affluence, Teppei is informed of an arranged marriage with the equally prosperous Sylvia van Hossen, thus, beginning the thrilling escapades of his new life!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1CROubRnqp0a8lc9vDDS-lAY7AB0-ZjPxi7Xye_xu0wm9U4TgWke3wHS2oRWPNFstt-haYfIzuO-2iYdwtQh8XhOhyFdxDzFUBYVtDvkAfwo8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqkoMaeNFumvjPIHtHtgmfgnk4F8ADa9YdOGb8LJd27liFsaRAy62Pp8iHBrREywM8H1UrB0NY46wngaOSdz6xI4=/61TJJq7b6TL._AC_SY355_.jpg
8.06,['ドラマ'],東京マグニチュード8.0,"ddle school student Mirai Onozawa is dissatisfied with her family circumstances and, in a moment of frustration, wishes to tear everything apart. Unfortunately, these destructive thoughts seem to come true in the form of a magnitude 8.0 earthquake just a few moments later. When summer vacation begins, Mirai reluctantly takes her younger brother Yuuki to Odaiba, where a robot exhibition that he wanted to go to is being held. However, while they are in the exhibition center, the fury of a major earthquake shakes the Kanto region; helpless, both kids witness the devastating power of this natural disaster as it brings the city to its knees. In its aftermath, they stumble upon Mari Kusakabe, a motorcyclist and single mother who decides to help the young siblings. Aiming to return to their homes and reunite with their families, the group sets off on a long and hard journey through the decimated city.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGy8vSoQVosb2EbL-ExlC64Y2_TLtspBM2DB31i__JaT58xPhvOOa8YokQ0h9FkFsJte-fd1tGpUp6YYxNBw6GCm_oMKhH2p1K32p8GocguaRKDpPc1h-1Buh2lQgAAh77h1wsduJewHOzYHceD2kyRUCh_EQcTnPC5RZ-tZbXMYseV8nOTuxPS8DHjR3inHqffF6SRVIsJ_NbxYiLv_-eMn-jO3iN4wLtyHYDxKaqgBiTiurRrSMZew9xAniFKagn3s3dayHIEhnZSuj5ftsZtt9muyoLZDuQsvvhNZV4l-6W8ACKXQxmMBMpGjQjW57sarY1EAUDDOwBAwpLAe6tWWteQE0pGZnyOHWaMw7TmUl/E5908DE7A7B0E69CAAE8A8ADE5AE9A-3-10.jpg
7.91,"['コメディ', 'パロディ', '学園', '少年']",懺・さよなら絶望先生,"Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKtOYl9BmwoUA8PWSXadMNRMQUJ0vwDVY658eJy7HNJqCbQ0Jo4eLZ_33rxEy6acFg417GDOQS4_Xrmy1jnpoJGIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K1dW0jkMGlZ6411zy9XmGVkhZUB_65oCeoRoBJZJfKCjQ57myC7rHx7cAqgK1DBpKY3UGTPuT1eqprGKCUuA6hw/21086_1_9_8b.png
7.32,"['アクション', 'エッチ', '魔法', '軍事', 'SF']",ストライクウィッチーズ 2,"Six months have passed since the victorious Battle of Britannia and the reclamation of Gallia from Neuroi invaders. Yoshika Miyafuji, member of the famed 501st Joint Fighter Wing, has come back home to Fuso and graduated from middle school. However, her fight is far from over. She receives a letter supposedly sent by her long-deceased father, containing blueprints of a state-of-the-art Striker Unit he had been working on before his death. The Unit, designed specifically for Yoshika, might be capable of harnessing her extraordinary magical powers. Meanwhile, a new threat in Europe is rising. A Neuroi nest of an unprecedented size and might has appeared over Venezia, wiping out local Witch forces and instantly swallowing the northern part of the country. To make matters worse, a newly spotted humanoid type of Neuroi is attempting to come into contact with humans. Yoshika, incapable of abandoning her friends on the front lines, must once again venture to the war-torn continent.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7kQWQhcL3seBCQ1fYhIDkICbQ0Jo4eLZ_33rxEy6acFg1bSQuVBscZyCNBgeNpDri4wQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K3AboLmuemPBmre6vP0jYHgbHZlt4nvTn_sq2DHgzo3XTyfHjGXbDvTfwSEyxm226uwyI88U5qQ4PwS2tHoeM2V/10128_1_9_8b.png
